id,time,light,sound
639,12-5-17:25:33:3,52,27
640,12-5-17:25:33:4,52,23
641,12-5-17:25:33:5,52,72
642,12-5-17:25:33:6,52,41
643,12-5-17:25:33:7,52,34
644,12-5-17:25:33:8,51,59
645,12-5-17:25:33:9,52,51
636,12-5-17:25:33:10,53,26
647,12-5-17:25:34:1,52,48
648,12-5-17:25:34:2,52,48
649,12-5-17:25:34:3,51,38
650,12-5-17:25:34:4,52,46
651,12-5-17:25:34:5,52,32
652,12-5-17:25:34:6,52,28
653,12-5-17:25:34:7,52,27
654,12-5-17:25:34:8,52,46
655,12-5-17:25:34:9,52,31
646,12-5-17:25:34:10,52,31
657,12-5-17:25:35:1,53,31
658,12-5-17:25:35:2,52,23
659,12-5-17:25:35:3,53,31
660,12-5-17:25:35:4,51,34
661,12-5-17:25:35:5,52,19
662,12-5-17:25:35:6,52,49
663,12-5-17:25:35:7,51,39
664,12-5-17:25:35:8,51,45
665,12-5-17:25:35:9,52,46
656,12-5-17:25:35:10,52,31
667,12-5-17:25:36:1,52,31
668,12-5-17:25:36:2,52,35
669,12-5-17:25:36:3,53,25
670,12-5-17:25:36:4,53,23
671,12-5-17:25:36:5,52,40
672,12-5-17:25:36:6,53,41
673,12-5-17:25:36:7,53,34
674,12-5-17:25:36:8,53,32
675,12-5-17:25:36:9,53,40
666,12-5-17:25:36:10,52,44
677,12-5-17:25:37:1,53,23
678,12-5-17:25:37:2,53,22
679,12-5-17:25:37:3,52,27
680,12-5-17:25:37:4,51,19
681,12-5-17:25:37:5,51,21
682,12-5-17:25:37:6,50,21
683,12-5-17:25:37:7,45,22
684,12-5-17:25:37:8,43,27
685,12-5-17:25:37:9,42,19
676,12-5-17:25:37:10,53,33
687,12-5-17:25:38:1,40,26
688,12-5-17:25:38:2,41,27
689,12-5-17:25:38:3,40,24
690,12-5-17:25:38:4,43,52
691,12-5-17:25:38:5,43,24
692,12-5-17:25:38:6,44,20
693,12-5-17:25:38:7,44,22
694,12-5-17:25:38:8,46,17
695,12-5-17:25:38:9,47,25
686,12-5-17:25:38:10,41,28
697,12-5-17:25:39:1,49,15
698,12-5-17:25:39:2,49,14
699,12-5-17:25:39:3,49,21
700,12-5-17:25:39:4,50,23
701,12-5-17:25:39:5,50,20
702,12-5-17:25:39:6,50,21
703,12-5-17:25:39:7,51,32
704,12-5-17:25:39:8,51,34
705,12-5-17:25:39:9,51,24
696,12-5-17:25:39:10,47,38
707,12-5-17:25:40:1,49,22
708,12-5-17:25:40:2,49,26
709,12-5-17:25:40:3,49,49
710,12-5-17:25:40:4,50,42
711,12-5-17:25:40:5,50,30
712,12-5-17:25:40:6,50,29
713,12-5-17:25:40:7,50,29
714,12-5-17:25:40:8,51,30
715,12-5-17:25:40:9,52,25
706,12-5-17:25:40:10,50,17
717,12-5-17:25:41:1,52,34
718,12-5-17:25:41:2,51,38
719,12-5-17:25:41:3,51,20
720,12-5-17:25:41:4,51,23
721,12-5-17:25:41:5,50,29
722,12-5-17:25:41:6,49,43
723,12-5-17:25:41:7,48,19
724,12-5-17:25:41:8,48,16
725,12-5-17:25:41:9,49,24
716,12-5-17:25:41:10,51,24
727,12-5-17:25:42:1,48,15
728,12-5-17:25:42:2,48,22
729,12-5-17:25:42:3,48,14
730,12-5-17:25:42:4,50,27
731,12-5-17:25:42:5,50,18
732,12-5-17:25:42:6,50,40
733,12-5-17:25:42:7,50,23
734,12-5-17:25:42:8,51,16
735,12-5-17:25:42:9,50,28
726,12-5-17:25:42:10,49,42
737,12-5-17:25:43:1,44,22
738,12-5-17:25:43:2,44,24
739,12-5-17:25:43:3,44,20
740,12-5-17:25:43:4,45,21
741,12-5-17:25:43:5,46,19
742,12-5-17:25:43:6,51,20
743,12-5-17:25:43:7,52,23
744,12-5-17:25:43:8,52,21
745,12-5-17:25:43:9,52,17
736,12-5-17:25:43:10,45,26
747,12-5-17:25:44:1,53,53
748,12-5-17:25:44:2,53,23
749,12-5-17:25:44:3,54,76
750,12-5-17:25:44:4,54,29
751,12-5-17:25:44:5,54,28
752,12-5-17:25:44:6,54,22
753,12-5-17:25:44:7,54,16
754,12-5-17:25:44:8,54,19
755,12-5-17:25:44:9,53,20
746,12-5-17:25:44:10,52,25
757,12-5-17:25:45:1,53,20
758,12-5-17:25:45:2,53,31
759,12-5-17:25:45:3,53,23
760,12-5-17:25:45:4,52,24
761,12-5-17:25:45:5,52,37
762,12-5-17:25:45:6,52,25
763,12-5-17:25:45:7,52,19
764,12-5-17:25:45:8,52,18
765,12-5-17:25:45:9,52,24
756,12-5-17:25:45:10,53,25
767,12-5-17:25:46:1,52,26
768,12-5-17:25:46:2,51,23
769,12-5-17:25:46:3,51,22
770,12-5-17:25:46:4,52,24
771,12-5-17:25:46:5,52,28
772,12-5-17:25:46:6,52,14
773,12-5-17:25:46:7,53,31
774,12-5-17:25:46:8,52,22
775,12-5-17:25:46:9,52,16
